hotel_id,hotel_name,city,country,latitude,longitude,period,period_type,aspect,positive_mentions,negative_mentions,total_mentions,total_reviews,raw_net,smoothed_net,mean_reviewer_score,measurement_reliability,prior_strength
ba3285c16c7a3c55,Hotel Duminy Vendome,Paris,France,48.8654726,2.3292934,2017Q3,quarter,location,3,1,4,4,0.5,0.1428571428571428,8.125,0.2857142857142857,10.0
78ecd800f75c533e,Staunton Hotel B B,London,United Kingdom,51.520378,-0.1303414,2016Q2,quarter,room,17,11,28,30,0.21428571428571427,0.1578947368421053,8.496666666666666,0.7368421052631579,10.0
e0be64fce7db0a10,The Savoy,London,United Kingdom,51.5111922,-0.1194006,2017Q1,quarter,value,3,10,13,65,-0.5384615384615384,-0.30434782608695654,9.410769230769233,0.5652173913043478,10.0
573aaedcd3eac57f,Exe Vienna,Vienna,Austria,48.2149414,16.3365285,2015Q3,quarter,location,10,3,13,27,0.5384615384615384,0.30434782608695654,7.462962962962963,0.5652173913043478,10.0
e3374cca5ea0cf25,Hilton London Green Park,London,United Kingdom,51.5064534,-0.1456146,2015Q4,quarter,room,6,35,41,52,-0.7073170731707317,-0.5686274509803921,7.280769230769233,0.803921568627451,10.0
21cc1295894a3f5c,NH Hesperia Barcelona del Mar,Barcelona,Spain,41.4014399,2.2100745,2015Q3,quarter,location,11,2,13,18,0.6923076923076923,0.3913043478260869,8.711111111111114,0.5652173913043478,10.0
3c89d62ed98df3f3,Grange White Hall Hotel,London,United Kingdom,51.5203469,-0.1260893,2017Q1,quarter,breakfast,1,6,7,35,-0.7142857142857143,-0.2941176470588235,8.38,0.4117647058823529,10.0
0b6caa07f1b1a1d7,The Arch London,London,United Kingdom,51.5159214,-0.1598794,2016Q2,quarter,room,4,3,7,12,0.14285714285714285,0.05882352941176472,9.383333333333335,0.4117647058823529,10.0
4a05079bdd0b6269,Hotel JL No76,Amsterdam,Netherlands,52.3595919,4.8801587,2017Q1,quarter,room,15,10,25,33,0.2,0.1428571428571428,9.339393939393942,0.7142857142857143,10.0
80d7774dad96b78c,Saint SHERMIN bed breakfast champagne,Vienna,Austria,48.1978409,16.367087,2016Q4,quarter,noise,2,2,4,13,0.0,0.0,8.5,0.2857142857142857,10.0
93ff0ff244c534f6,Les Matins de Paris Spa,Paris,France,48.878932,2.3394182,2016Q4,quarter,noise,0,0,0,4,,0.0,8.45,0.0,10.0
e417a1f1adfad634,Holiday Inn Amsterdam Arena Towers,Amsterdam,Netherlands,52.3096835,4.9422614,2016Q4,quarter,service,11,3,14,37,0.5714285714285714,0.33333333333333326,8.729729729729728,0.5833333333333334,10.0
ccaf0d02c34ecbc1,Best Western Premier Kaiserhof Wien,Vienna,Austria,48.1975497,16.3686397,2017Q2,quarter,location,18,2,20,43,0.8,0.5333333333333334,9.351162790697677,0.6666666666666666,10.0
b1bf88676e14d08a,Hotel Nestroy Wien,Vienna,Austria,48.2178332,16.3821636,2016Q1,quarter,cleanliness,2,0,2,4,1.0,0.16666666666666674,7.824999999999999,0.16666666666666666,10.0
ccaf0d02c34ecbc1,Best Western Premier Kaiserhof Wien,Vienna,Austria,48.1975497,16.3686397,2017Q1,quarter,breakfast,19,1,20,31,0.9,0.6000000000000001,9.19032258064516,0.6666666666666666,10.0
40cf3c3da0989ca8,Arthotel ANA Boutique Six,Vienna,Austria,48.1941905,16.3462578,2016Q1,quarter,location,23,3,26,38,0.7692307692307693,0.5555555555555556,8.426315789473684,0.7222222222222222,10.0
05abf8a796dc7630,UNA Hotel Century,Milan,Italy,45.4841371,9.2001623,2015Q3,quarter,breakfast,14,4,18,46,0.5555555555555556,0.3571428571428572,8.77608695652174,0.6428571428571429,10.0
44828c96327c02f9,H tel Vernet,Paris,France,48.871859,2.2978177,2017Q3,quarter,value,0,1,1,1,-1.0,-0.09090909090909094,8.3,0.09090909090909091,10.0
f02a389723bf350e,H tel Du Jeu De Paume,Paris,France,48.8520377,2.3557092,2015Q3,quarter,location,7,0,7,9,1.0,0.41176470588235303,8.266666666666667,0.4117647058823529,10.0
fad3a48e2fdf47c4,Maison Albar Hotel Paris Op ra Diamond,Paris,France,,,2016Q4,quarter,room,20,8,28,37,0.42857142857142855,0.3157894736842106,9.156756756756756,0.7368421052631579,10.0
e743dc4f94b9c0b0,Villa Beaumarchais,Paris,France,48.8589516,2.3670407,2015Q3,quarter,service,19,6,25,35,0.52,0.37142857142857144,8.151428571428571,0.7142857142857143,10.0
a86353c8a5b44c0a,Hotel Trianon Rive Gauche,Paris,France,48.8487675,2.3410376,2017Q2,quarter,cleanliness,3,3,6,40,0.0,0.0,8.472500000000004,0.375,10.0
4d1fa033cebf6037,Courtyard by Marriott Vienna Prater Messe,Vienna,Austria,48.2130607,16.4133973,2015Q3,quarter,room,5,4,9,9,0.1111111111111111,0.05263157894736836,8.255555555555555,0.47368421052631576,10.0
89060c4b51923b87,H tel Arvor Saint Georges,Paris,France,48.8785454,2.3384866,2017Q2,quarter,breakfast,1,0,1,9,1.0,0.09090909090909083,9.322222222222223,0.09090909090909091,10.0
6fa24c511ad0eafe,Nolinski Paris,Paris,France,48.8654874,2.3348924,2017Q3,quarter,location,4,0,4,12,1.0,0.2857142857142858,9.633333333333335,0.2857142857142857,10.0
44daf773e97abf4b,Mandarin Oriental Barcelona,Barcelona,Spain,41.391393,2.1668467,2017Q1,quarter,location,7,0,7,8,1.0,0.41176470588235303,9.3875,0.4117647058823529,10.0
365726ae14ee7e6a,Hotel Sunflower,Milan,Italy,45.498503,9.1664111,2016Q4,quarter,location,1,1,2,9,0.0,0.0,6.511111111111111,0.16666666666666666,10.0
39fd5416adb53c55,Hotel Stendhal Place Vend me Paris MGallery by Sofitel,Paris,France,48.8681455,2.3313064,2016Q3,quarter,service,3,1,4,6,0.5,0.1428571428571428,9.583333333333334,0.2857142857142857,10.0
390b04e08b2bccab,NH Barcelona Stadium,Barcelona,Spain,41.3812574,2.1269078,2017Q2,quarter,breakfast,4,1,5,20,0.6,0.19999999999999996,7.425,0.3333333333333333,10.0
486405101a831846,H tel Madison by MH,Paris,France,48.8531641,2.3344097,2016Q3,quarter,location,8,0,8,13,1.0,0.4444444444444444,8.700000000000001,0.4444444444444444,10.0
0fb1fc5694908e68,Claridge s,London,United Kingdom,51.5125035,-0.1477438,2016Q1,quarter,location,5,0,5,34,1.0,0.33333333333333326,9.397058823529411,0.3333333333333333,10.0
c696fbb342cdb58b,AC Hotel Barcelona Forum a Marriott Lifestyle Hotel,Barcelona,Spain,41.4101306,2.2188047,2015Q4,quarter,room,6,8,14,18,-0.14285714285714285,-0.08333333333333337,8.194444444444445,0.5833333333333334,10.0
65938422d890568f,K K Hotel George,London,United Kingdom,51.4918878,-0.1949706,2016Q4,quarter,breakfast,18,5,23,65,0.5652173913043478,0.39393939393939403,8.306153846153848,0.696969696969697,10.0
f5af11ef65a6d087,Best Western Premier Hotel Couture,Amsterdam,Netherlands,52.3511137,4.8411629,2015Q3,quarter,service,41,28,69,159,0.18840579710144928,0.16455696202531644,8.58930817610062,0.8734177215189873,10.0
1e64ed7869f85ae8,Novotel Wien City,Vienna,Austria,48.2134246,16.3831309,2016Q1,quarter,cleanliness,2,2,4,25,0.0,0.0,8.128,0.2857142857142857,10.0
29b6cf85154de954,Hotel Montalembert,Paris,France,48.8567042,2.3277805,2016Q4,quarter,noise,1,1,2,6,0.0,0.0,8.05,0.16666666666666666,10.0
9ac560471984a6cf,Hotel de Seze,Paris,France,48.8705741,2.3264194,2016Q2,quarter,value,0,0,0,6,,0.0,9.316666666666666,0.0,10.0
25705823d34c89e7,Das Triest Hotel,Vienna,Austria,48.1974036,16.3673003,2016Q1,quarter,service,1,1,2,4,0.0,0.0,8.125,0.16666666666666666,10.0
4d1aedb541ee47ac,Apex London Wall Hotel,London,United Kingdom,51.5160484,-0.0880181,2017Q3,quarter,cleanliness,1,0,1,20,1.0,0.09090909090909083,9.594999999999999,0.09090909090909091,10.0
23bfb6c2a3a19654,Axel Hotel Barcelona Urban Spa Adults Only,Barcelona,Spain,41.3873478,2.1603987,2017Q1,quarter,location,23,1,24,48,0.9166666666666666,0.6470588235294117,8.66666666666667,0.7058823529411765,10.0
ea528a31020a70b0,Courthouse Hotel Shoreditch,London,United Kingdom,51.5273442,-0.0796152,2017Q2,quarter,value,3,10,13,70,-0.5384615384615384,-0.30434782608695654,8.708571428571432,0.5652173913043478,10.0
59ec8a94cb8f6b0c,Hotel Le Mareuil,Paris,France,48.8659899,2.3674149,2015Q3,quarter,room,3,3,6,6,0.0,0.0,8.7,0.375,10.0
12a3bfe8c0821d20,London Marriott Maida Vale,London,United Kingdom,51.5357597,-0.1902591,2016Q3,quarter,service,10,5,15,32,0.3333333333333333,0.19999999999999996,7.737500000000001,0.6,10.0
89fa6bc1041feee3,Hotel D Este,Milan,Italy,45.4510397,9.1920911,2016Q3,quarter,service,6,4,10,14,0.2,0.10000000000000009,7.392857142857144,0.5,10.0
307d13097f262efe,Hotel Vondel Amsterdam,Amsterdam,Netherlands,52.3625662,4.8779225,2016Q3,quarter,service,32,6,38,59,0.6842105263157895,0.5416666666666667,8.128813559322037,0.7916666666666666,10.0
7eabed9e42ac413f,The Trafalgar Hilton,London,United Kingdom,51.507374,-0.129135,2015Q3,quarter,breakfast,3,2,5,36,0.2,0.06666666666666665,8.272222222222224,0.3333333333333333,10.0
a819970bc093a57f,Draycott Hotel,London,United Kingdom,51.4930097,-0.159715,2017Q1,quarter,cleanliness,0,2,2,8,-1.0,-0.16666666666666663,8.75,0.16666666666666666,10.0
bef47f3cfc707354,Avo Hotel,London,United Kingdom,51.5460628,-0.0700817,2016Q2,quarter,breakfast,1,2,3,20,-0.3333333333333333,-0.07692307692307687,8.139999999999999,0.23076923076923078,10.0
89fa6bc1041feee3,Hotel D Este,Milan,Italy,45.4510397,9.1920911,2017Q3,quarter,room,3,2,5,4,0.2,0.06666666666666665,7.5249999999999995,0.3333333333333333,10.0
bebd8343d3f7d39e,Phileas Hotel,Paris,France,48.8768854,2.3270623,2015Q4,quarter,noise,2,2,4,34,0.0,0.0,8.917647058823531,0.2857142857142857,10.0
69b02fe7a01bbcda,Hilton Garden Inn Milan North,Milan,Italy,45.5161671,9.2272778,2017Q1,quarter,noise,0,3,3,28,-1.0,-0.23076923076923073,8.464285714285715,0.23076923076923078,10.0
f904bda85fb7c4ca,Novotel Paris Gare De Lyon,Paris,France,48.8453785,2.3753036,2016Q2,quarter,cleanliness,9,1,10,50,0.8,0.3999999999999999,8.588000000000001,0.5,10.0
63ce94f8a1cf41e2,Albus Hotel Amsterdam City Centre,Amsterdam,Netherlands,52.365823,4.893243,2016Q2,quarter,value,2,5,7,38,-0.42857142857142855,-0.17647058823529416,8.128947368421056,0.4117647058823529,10.0
2e660ba7a5f1baad,Hotel mbit Barcelona,Barcelona,Spain,41.3907821,2.1717426,2016Q3,quarter,value,0,4,4,50,-1.0,-0.2857142857142857,9.09,0.2857142857142857,10.0
7a28d2b5541e2777,NH Milano Palazzo Moscova,Milan,Italy,45.480968,9.189977,2016Q4,quarter,location,4,1,5,9,0.6,0.19999999999999996,8.499999999999998,0.3333333333333333,10.0
56f10007ddbb9ff5,Mercure Milano Regency,Milan,Italy,45.4897688,9.1549451,2016Q1,quarter,noise,0,0,0,4,,0.0,8.775,0.0,10.0
a51171f60574a6c9,Catalonia Eixample 1864,Barcelona,Spain,41.393599,2.1684151,2016Q4,quarter,cleanliness,8,4,12,43,0.3333333333333333,0.18181818181818188,8.039534883720929,0.5454545454545454,10.0
82676db0501f3c3e,The Ampersand Hotel,London,United Kingdom,51.4943077,-0.1755579,2016Q4,quarter,cleanliness,3,2,5,44,0.2,0.06666666666666665,9.06136363636364,0.3333333333333333,10.0
