hotel_url,hotel_name,country,latitude,longitude,coord_source,star_rating,star_type,address,city,zip,price,price_date,price_currency,property_type,review_score,review_count_booking,local_review_count,local_neg_count,status
https://www.booking.com/hotel/be/le-cerf-volant.en-gb.html,Le Cerf volant,be,49.9836624025897,5.2661259865082,scrape,3,quality,"rue d'Hatrival 163 Le Cerf volant rue d'Hatrival 163 A, 6890 Libin, Belgium, rue d'Hatrival 163 Le Cerf volant rue d'Hatrival 163 A, 6890, Belgium",Libin,6890,,,,Hotel,9.3,94,8,0,partial
https://www.booking.com/hotel/be/le-florentin.en-gb.html,Le Florentin,be,49.697454923644855,5.312470660852114,scrape,3,official,"58, Place Albert Ier, 6820 Florenville, Belgium, 58, Place Albert Ier, 6820, Belgium",Florenville,6820,170,2026-07-15,EUR,Hotel,9.3,485,24,0,success
https://www.booking.com/hotel/be/regina.en-gb.html,Hotel New Regina,be,50.85069906516802,2.8859415650367737,scrape,3,official,"Grote Markt 45, 8900 Ypres, Belgium, Grote Markt 45, 8900, Belgium",Ypres,8900,101,2026-07-15,EUR,Hotel,8.6,2139,249,9,success
https://www.booking.com/hotel/be/polder-27.en-gb.html,Polder 27,be,51.18419,3.00494,scrape,,,,,,,,,,,,5,0,partial
https://www.booking.com/hotel/be/b-room.en-gb.html,b room,be,51.218563,3.202603,scrape,3,quality,"34 Steenkaai Bus Q, Sint-Pieters, 8000 Bruges, Belgium, 34 Steenkaai Bus Q, 8000, Belgium",Bruges,8000,169,2026-07-15,EUR,Hotel,9.0,1104,24,0,success
https://www.booking.com/hotel/be/charlie-rockets.en-gb.html,Charlie Rockets Youth Hostel,be,51.208911604466,3.2242740271613,scrape,,,,Bruges,,,,,,,,123,32,partial
https://www.booking.com/hotel/be/smartflats-cathedrale.en-gb.html,Smartflats Design - Cathédrale,be,50.64514,5.57342,scrape,,,,Liège,,,,,,,,20,5,partial
https://www.booking.com/hotel/be/residence-les-bleuets.en-gb.html,Appartement Les Bleuets,be,50.180595780367,5.577212834358,scrape,3,quality,"2 Rue Rompré, 6980 La Roche-en-Ardenne, Belgium, 2 Rue Rompré, 6980, Belgium",La Roche-en-Ardenne,6980,176,2026-07-15,EUR,Hotel,9.1,81,5,0,success
https://www.booking.com/hotel/be/hostel-bruegel.en-gb.html,Hostel Bruegel,be,50.8419125351917,4.35133293271065,scrape,,,"Heilige Geeststraat 2, 1000 Brussels, Belgium, Heilige Geeststraat 2, 1000, Belgium",Brussels,1000,98,2026-07-15,EUR,Hotel,8.3,6705,373,44,success
https://www.booking.com/hotel/be/pronkenburg.en-gb.html,B&B Pronkenburg,be,51.28110193037649,3.208504021167755,scrape,4,quality,"Ter Doeststraat 30, 8380 Lissewege, Belgium, Ter Doeststraat 30, 8380, Belgium",Lissewege,8380,154,2026-07-15,EUR,Hotel,9.2,292,21,3,success
